age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y;ID
45;housemaid;married;secondary;no;16358;no;no;telephone;19;nov;161;1;-1;0;nonexistent;no;12312
36;management;married;tertiary;yes;-485;yes;no;cellular;19;nov;278;1;-1;0;nonexistent;no;12313
35;management;divorced;tertiary;no;859;yes;yes;cellular;19;nov;1554;1;-1;0;nonexistent;yes;12314
32;blue-collar;married;primary;no;3136;yes;no;cellular;19;nov;820;1;-1;0;nonexistent;yes;12315
30;services;single;primary;no;0;yes;yes;cellular;19;nov;686;1;-1;0;nonexistent;yes;12316
42;management;divorced;primary;no;0;yes;no;cellular;19;nov;73;5;-1;0;nonexistent;no;12317
58;management;married;secondary;no;60;no;yes;cellular;19;nov;291;2;-1;0;nonexistent;no;12318
39;blue-collar;single;primary;no;6;yes;no;cellular;19;nov;286;2;-1;0;nonexistent;no;12319
43;management;married;tertiary;no;13044;no;no;cellular;19;nov;215;1;93;4;failure;no;12320
35;management;divorced;tertiary;no;771;yes;yes;cellular;19;nov;110;1;93;5;failure;no;12321
32;services;married;secondary;no;1082;yes;no;cellular;19;nov;770;1;-1;0;nonexistent;no;12322
34;blue-collar;married;secondary;no;1897;yes;yes;cellular;19;nov;441;1;-1;0;nonexistent;no;12323
39;technician;married;secondary;no;3494;yes;no;cellular;19;nov;139;1;92;4;failure;no;12324
30;admin.;married;secondary;no;521;yes;no;cellular;19;nov;648;1;-1;0;nonexistent;no;12325
49;technician;divorced;secondary;no;342;no;yes;cellular;19;nov;58;3;-1;0;nonexistent;no;12326
57;retired;married;primary;no;1335;no;no;cellular;19;nov;902;2;-1;0;nonexistent;no;12327
54;management;married;secondary;no;0;no;no;cellular;19;nov;106;1;-1;0;nonexistent;no;12328
49;management;married;tertiary;no;6613;no;no;cellular;19;nov;106;1;155;3;failure;no;12329
34;blue-collar;married;secondary;no;360;yes;no;telephone;19;nov;46;1;182;2;failure;no;12330
54;admin.;married;secondary;no;3136;yes;no;telephone;19;nov;72;1;-1;0;nonexistent;no;12331
52;admin.;married;primary;no;6286;no;no;cellular;19;nov;288;1;-1;0;nonexistent;no;12332
57;entrepreneur;married;tertiary;no;1828;yes;no;cellular;19;nov;68;1;-1;0;nonexistent;no;12333
41;admin.;married;secondary;no;80;no;no;cellular;19;nov;202;1;-1;0;nonexistent;no;12334
48;management;married;tertiary;no;5057;no;yes;cellular;19;nov;37;1;-1;0;nonexistent;no;12335
33;technician;married;secondary;no;1234;no;no;cellular;19;nov;109;1;10;1;failure;no;12336
55;technician;married;secondary;no;0;no;no;cellular;19;nov;336;1;-1;0;nonexistent;no;12337
30;self-employed;single;secondary;no;-617;no;yes;cellular;19;nov;925;1;-1;0;nonexistent;yes;12338
48;management;married;secondary;no;3663;yes;no;cellular;19;nov;239;1;-1;0;nonexistent;no;12339
30;blue-collar;married;secondary;no;8;yes;no;cellular;19;nov;473;1;-1;0;nonexistent;no;12340
41;admin.;single;secondary;no;621;yes;no;telephone;19;nov;111;1;-1;0;nonexistent;no;12341
31;housemaid;single;tertiary;no;287;yes;no;cellular;19;nov;182;1;-1;0;nonexistent;no;12342
45;technician;divorced;secondary;no;1309;yes;no;cellular;19;nov;298;1;170;2;failure;no;12343
30;management;single;tertiary;no;234;yes;no;cellular;19;nov;206;1;169;2;failure;no;12344
39;admin.;married;secondary;no;168;yes;no;cellular;19;nov;183;1;-1;0;nonexistent;no;12345
35;self-employed;married;tertiary;no;1340;no;yes;cellular;19;nov;169;1;-1;0;nonexistent;no;12346
56;management;married;secondary;no;238;yes;no;cellular;19;nov;808;1;-1;0;nonexistent;no;12347
42;blue-collar;married;secondary;no;-430;yes;no;cellular;19;nov;298;2;-1;0;nonexistent;no;12348
34;technician;married;secondary;no;1;yes;no;cellular;19;nov;108;1;-1;0;nonexistent;no;12349
35;entrepreneur;married;secondary;no;6851;yes;no;cellular;19;nov;225;1;-1;0;nonexistent;no;12350
47;unemployed;married;tertiary;no;1172;no;yes;cellular;19;nov;86;1;-1;0;nonexistent;no;12351
40;entrepreneur;married;tertiary;no;1024;no;no;cellular;19;nov;723;1;-1;0;nonexistent;no;12352
32;unemployed;single;tertiary;no;1611;yes;no;cellular;19;nov;175;1;180;2;failure;no;12353
44;self-employed;married;tertiary;no;4411;yes;no;cellular;19;nov;85;1;-1;0;nonexistent;no;12354
33;management;married;tertiary;no;2441;yes;yes;cellular;19;nov;154;1;-1;0;nonexistent;no;12355
41;technician;married;tertiary;no;67;yes;no;cellular;19;nov;814;1;-1;0;nonexistent;yes;12356
45;entrepreneur;married;tertiary;no;1;no;no;cellular;19;nov;401;1;-1;0;nonexistent;no;12357
49;management;married;secondary;no;1623;yes;no;cellular;19;nov;1081;2;-1;0;nonexistent;yes;12358
46;blue-collar;single;primary;no;96;yes;no;cellular;19;nov;217;1;-1;0;nonexistent;no;12359
39;admin.;married;secondary;no;159;no;no;cellular;19;nov;177;1;-1;0;nonexistent;no;12360
55;blue-collar;married;primary;no;4103;no;no;cellular;19;nov;291;1;-1;0;nonexistent;no;12361
54;unemployed;married;primary;no;6427;yes;no;telephone;19;nov;53;1;-1;0;nonexistent;no;12362
45;management;married;tertiary;no;80;no;yes;cellular;19;nov;157;1;-1;0;nonexistent;no;12363
40;self-employed;married;tertiary;no;2977;yes;no;cellular;19;nov;375;1;125;1;failure;no;12364
46;blue-collar;married;secondary;no;15;yes;yes;cellular;19;nov;46;2;91;3;failure;no;12365
50;entrepreneur;divorced;tertiary;no;816;no;no;cellular;19;nov;630;1;-1;0;nonexistent;no;12366
30;blue-collar;single;secondary;yes;447;no;no;cellular;19;nov;426;2;189;6;failure;no;12367
44;entrepreneur;married;secondary;no;2878;yes;no;telephone;19;nov;125;3;-1;0;nonexistent;no;12368
32;management;single;tertiary;no;4262;yes;no;cellular;19;nov;361;1;-1;0;nonexistent;no;12369
34;blue-collar;married;primary;no;2490;yes;no;cellular;19;nov;185;2;180;1;failure;no;12370
34;management;single;tertiary;no;1;no;no;cellular;19;nov;582;1;-1;0;nonexistent;no;12371
33;housemaid;married;tertiary;no;0;no;no;cellular;19;nov;466;1;-1;0;nonexistent;no;12372
55;services;divorced;tertiary;no;1983;yes;no;telephone;19;nov;123;1;-1;0;nonexistent;no;12373
46;self-employed;married;tertiary;no;2421;no;no;cellular;19;nov;1084;1;100;4;failure;yes;12374
39;blue-collar;married;primary;no;800;yes;no;cellular;19;nov;76;6;-1;0;nonexistent;no;12375
50;management;married;secondary;no;1580;no;yes;cellular;19;nov;79;3;-1;0;nonexistent;no;12376
32;technician;single;tertiary;no;360;no;no;cellular;19;nov;164;2;-1;0;nonexistent;no;12377
32;admin.;single;secondary;no;10218;yes;no;cellular;19;nov;149;2;-1;0;nonexistent;no;12378
47;technician;married;secondary;no;85;no;no;cellular;19;nov;51;2;-1;0;nonexistent;no;12379
56;management;married;tertiary;no;705;no;no;cellular;19;nov;164;2;-1;0;nonexistent;no;12380
54;blue-collar;married;primary;no;6191;no;no;cellular;19;nov;102;2;-1;0;nonexistent;no;12381
40;blue-collar;married;primary;no;4608;yes;no;telephone;19;nov;111;2;156;1;failure;no;12382
53;retired;married;tertiary;no;1452;no;yes;cellular;19;nov;442;2;113;3;failure;no;12383
35;technician;married;secondary;no;2189;no;no;cellular;19;nov;256;3;-1;0;nonexistent;no;12384
35;management;married;tertiary;no;1095;yes;no;cellular;19;nov;210;2;-1;0;nonexistent;no;12385
51;blue-collar;married;primary;no;-637;yes;yes;cellular;19;nov;233;2;-1;0;nonexistent;no;12386
40;housemaid;married;secondary;no;1783;yes;yes;cellular;19;nov;130;1;-1;0;nonexistent;no;12387
35;management;married;tertiary;no;131;yes;no;cellular;19;nov;248;1;-1;0;nonexistent;no;12388
41;management;divorced;tertiary;no;8106;no;no;cellular;19;nov;39;1;-1;0;nonexistent;no;12389
39;entrepreneur;married;primary;no;3373;yes;no;cellular;19;nov;419;5;-1;0;nonexistent;no;12390
30;management;single;tertiary;no;2708;no;no;cellular;19;nov;479;1;-1;0;nonexistent;no;12391
39;management;married;tertiary;no;-233;yes;no;cellular;19;nov;249;1;-1;0;nonexistent;no;12392
39;technician;divorced;secondary;no;688;yes;yes;cellular;19;nov;214;1;-1;0;nonexistent;no;12393
39;admin.;single;secondary;no;2749;yes;no;cellular;19;nov;128;1;-1;0;nonexistent;no;12394
52;services;single;secondary;no;1810;no;no;telephone;19;nov;117;1;-1;0;nonexistent;no;12395
56;retired;single;tertiary;no;352;no;no;cellular;19;nov;198;1;-1;0;nonexistent;no;12396
34;management;married;tertiary;no;395;yes;no;cellular;19;nov;202;2;-1;0;nonexistent;no;12397
32;management;single;tertiary;no;2280;yes;no;cellular;19;nov;206;2;-1;0;nonexistent;no;12398
51;technician;divorced;tertiary;no;4143;no;no;cellular;19;nov;171;1;-1;0;nonexistent;no;12399
46;services;married;tertiary;no;2520;yes;no;cellular;19;nov;144;1;-1;0;nonexistent;no;12400
57;unemployed;divorced;secondary;no;2762;no;no;telephone;19;nov;100;1;-1;0;nonexistent;no;12401
38;technician;married;secondary;no;4030;yes;no;cellular;19;nov;75;2;177;5;failure;no;12402
35;self-employed;married;tertiary;no;8647;no;no;cellular;19;nov;140;2;-1;0;nonexistent;no;12403
41;blue-collar;single;secondary;yes;81;no;no;cellular;19;nov;212;3;-1;0;nonexistent;no;12404
38;blue-collar;married;primary;no;-459;yes;yes;cellular;19;nov;219;2;-1;0;nonexistent;no;12405
54;management;married;tertiary;no;11246;no;no;cellular;19;nov;122;2;-1;0;nonexistent;no;12406
48;services;single;secondary;no;2749;no;no;cellular;19;nov;442;1;-1;0;nonexistent;no;12407
32;management;married;tertiary;no;1923;no;no;cellular;19;nov;75;1;-1;0;nonexistent;no;12408
31;housemaid;married;secondary;no;14;no;no;cellular;19;nov;46;1;-1;0;nonexistent;no;12409
34;management;married;secondary;no;2311;yes;no;cellular;19;nov;59;1;-1;0;nonexistent;no;12410
31;technician;single;tertiary;no;849;no;no;cellular;19;nov;94;1;-1;0;nonexistent;no;12411
32;management;married;tertiary;no;0;no;no;cellular;19;nov;66;1;-1;0;nonexistent;no;12412
32;technician;married;secondary;no;599;no;no;cellular;19;nov;79;1;-1;0;nonexistent;no;12413
34;admin.;single;tertiary;no;3092;no;no;cellular;19;nov;115;1;-1;0;nonexistent;no;12414
51;entrepreneur;married;secondary;no;5403;yes;no;cellular;19;nov;698;1;-1;0;nonexistent;no;12415
54;technician;married;secondary;no;4475;yes;no;cellular;19;nov;108;1;-1;0;nonexistent;no;12416
51;retired;married;tertiary;no;580;no;no;cellular;19;nov;694;2;-1;0;nonexistent;yes;12417
32;technician;divorced;secondary;no;18;no;no;telephone;19;nov;20;1;177;1;failure;no;12418
40;student;married;secondary;no;260;no;no;cellular;19;nov;52;1;152;6;failure;no;12419
30;unemployed;single;tertiary;no;1622;no;no;cellular;19;nov;242;1;-1;0;nonexistent;no;12420
35;self-employed;single;tertiary;no;538;yes;yes;cellular;19;nov;308;1;195;9;failure;no;12421
31;blue-collar;married;secondary;no;69;no;no;cellular;19;nov;640;1;-1;0;nonexistent;no;12422
44;admin.;married;tertiary;no;688;no;no;telephone;19;nov;274;1;-1;0;nonexistent;no;12423
33;entrepreneur;single;secondary;no;1808;no;no;cellular;19;nov;84;1;-1;0;nonexistent;no;12424
31;unemployed;married;secondary;no;24;yes;no;cellular;19;nov;631;1;-1;0;nonexistent;no;12425
32;blue-collar;married;primary;no;66;no;no;cellular;19;nov;244;1;-1;0;nonexistent;no;12426
32;self-employed;married;tertiary;no;210;yes;no;cellular;19;nov;268;1;-1;0;nonexistent;no;12427
53;retired;married;tertiary;no;1778;no;no;cellular;19;nov;186;2;-1;0;nonexistent;no;12428
36;self-employed;single;tertiary;no;1296;yes;no;cellular;19;nov;352;4;-1;0;nonexistent;no;12429
49;admin.;single;secondary;no;0;no;no;cellular;19;nov;325;2;-1;0;nonexistent;no;12430
33;management;married;tertiary;yes;-148;yes;yes;cellular;19;nov;340;2;-1;0;nonexistent;no;12431
32;technician;married;secondary;no;524;no;no;cellular;19;nov;100;1;106;1;failure;no;12432
41;blue-collar;married;primary;no;1491;yes;no;cellular;19;nov;145;2;-1;0;nonexistent;no;12433
43;blue-collar;single;secondary;no;9102;yes;no;cellular;19;nov;72;1;-1;0;nonexistent;no;12434
32;services;single;secondary;no;2615;no;no;cellular;19;nov;853;1;-1;0;nonexistent;yes;12435
33;management;single;tertiary;no;5945;yes;no;cellular;19;nov;190;1;-1;0;nonexistent;no;12436
54;admin.;married;secondary;no;1239;no;no;cellular;19;nov;200;1;-1;0;nonexistent;no;12437
35;management;single;tertiary;no;1531;yes;no;cellular;19;nov;127;1;-1;0;nonexistent;no;12438
41;management;married;tertiary;no;36;no;no;cellular;19;nov;388;3;-1;0;nonexistent;no;12439
48;admin.;married;secondary;no;1428;no;no;cellular;19;nov;498;1;-1;0;nonexistent;no;12440
33;self-employed;married;tertiary;no;-103;yes;no;cellular;19;nov;149;2;175;1;failure;no;12441
33;management;single;tertiary;no;201;yes;no;cellular;19;nov;171;1;183;1;failure;no;12442
39;housemaid;married;secondary;no;1444;no;no;cellular;19;nov;100;1;117;8;success;no;12443
53;unemployed;divorced;secondary;no;587;no;no;cellular;19;nov;561;1;-1;0;nonexistent;yes;12444
38;services;married;secondary;no;8876;no;no;cellular;19;nov;636;1;-1;0;nonexistent;no;12445
40;management;married;secondary;no;156;no;no;cellular;19;nov;357;1;-1;0;nonexistent;no;12446
33;management;married;tertiary;no;3024;no;no;cellular;19;nov;118;1;-1;0;nonexistent;no;12447
44;services;married;primary;no;1161;yes;no;cellular;19;nov;402;1;184;5;failure;no;12448
30;admin.;married;secondary;no;2284;yes;no;cellular;19;nov;154;1;-1;0;nonexistent;no;12449
32;unemployed;married;secondary;no;11524;yes;no;cellular;19;nov;289;3;-1;0;nonexistent;no;12450
30;services;single;secondary;no;1846;yes;no;cellular;19;nov;87;2;-1;0;nonexistent;no;12451
30;student;single;secondary;no;0;yes;no;cellular;19;nov;661;1;-1;0;nonexistent;no;12452
32;blue-collar;single;secondary;no;413;yes;no;cellular;19;nov;270;1;-1;0;nonexistent;no;12453
33;management;single;tertiary;no;8038;yes;no;cellular;19;nov;60;1;-1;0;nonexistent;no;12454
59;housemaid;married;primary;no;935;yes;no;cellular;19;nov;103;3;166;2;failure;no;12455
45;management;single;secondary;no;142;no;yes;cellular;19;nov;258;1;105;4;failure;no;12456
31;services;single;secondary;no;252;no;no;cellular;19;nov;222;1;-1;0;nonexistent;no;12457
30;management;single;tertiary;no;4896;no;no;cellular;19;nov;132;1;-1;0;nonexistent;no;12458
33;self-employed;married;tertiary;no;0;yes;no;cellular;19;nov;122;2;-1;0;nonexistent;no;12459
37;blue-collar;married;secondary;no;1165;yes;no;cellular;19;nov;62;3;190;4;success;no;12460
37;technician;married;tertiary;no;1092;no;no;cellular;19;nov;292;3;-1;0;nonexistent;no;12461
30;management;married;tertiary;no;-181;yes;no;cellular;19;nov;621;2;-1;0;nonexistent;no;12462
53;management;married;tertiary;no;8093;no;no;cellular;19;nov;93;1;-1;0;nonexistent;no;12463
41;management;married;tertiary;no;2885;no;no;cellular;19;nov;40;1;-1;0;nonexistent;no;12464
34;management;divorced;tertiary;no;27;no;yes;cellular;19;nov;190;1;-1;0;nonexistent;no;12465
43;blue-collar;married;secondary;no;1927;yes;no;cellular;19;nov;63;1;-1;0;nonexistent;no;12466
58;blue-collar;divorced;primary;no;8218;yes;no;cellular;19;nov;141;2;111;10;failure;no;12467
32;blue-collar;married;secondary;no;3228;yes;no;cellular;19;nov;198;3;-1;0;nonexistent;no;12468
50;management;married;secondary;no;0;yes;no;cellular;19;nov;122;2;-1;0;nonexistent;no;12469
40;blue-collar;single;secondary;no;3;no;no;cellular;19;nov;998;1;-1;0;nonexistent;yes;12470
46;services;married;secondary;no;2420;no;no;cellular;19;nov;405;2;-1;0;nonexistent;no;12471
54;management;married;tertiary;no;2650;yes;yes;cellular;19;nov;50;1;-1;0;nonexistent;no;12472
34;blue-collar;married;secondary;no;8309;yes;yes;cellular;19;nov;50;1;-1;0;nonexistent;no;12473
53;technician;married;secondary;no;0;no;no;cellular;19;nov;291;1;-1;0;nonexistent;no;12474
53;management;married;tertiary;no;241;yes;no;cellular;19;nov;137;1;-1;0;nonexistent;no;12475
57;retired;married;primary;no;6969;no;no;cellular;19;nov;152;2;-1;0;nonexistent;no;12476
42;blue-collar;married;primary;no;807;yes;no;cellular;19;nov;1057;1;-1;0;nonexistent;yes;12477
53;self-employed;married;tertiary;no;3711;no;no;cellular;19;nov;64;1;-1;0;nonexistent;no;12478
42;self-employed;married;secondary;no;3211;no;no;cellular;19;nov;87;2;111;1;failure;no;12479
47;blue-collar;married;secondary;no;0;yes;yes;cellular;19;nov;196;1;-1;0;nonexistent;no;12480
46;technician;married;secondary;no;0;yes;no;cellular;19;nov;161;2;-1;0;nonexistent;no;12481
41;housemaid;single;secondary;no;2184;no;no;cellular;19;nov;98;1;153;2;failure;no;12482
48;retired;married;primary;yes;-285;no;yes;cellular;19;nov;157;1;-1;0;nonexistent;no;12483
32;management;married;tertiary;no;11281;no;no;cellular;19;nov;155;1;-1;0;nonexistent;no;12484
40;unemployed;married;secondary;no;0;yes;no;cellular;19;nov;332;1;183;1;failure;no;12485
43;technician;divorced;secondary;no;6835;no;no;cellular;19;nov;187;1;152;2;failure;no;12486
32;blue-collar;single;secondary;no;6337;yes;no;cellular;19;nov;126;2;-1;0;nonexistent;no;12487
44;technician;single;secondary;no;1195;yes;no;cellular;19;nov;187;6;188;9;failure;no;12488
51;management;married;tertiary;no;94;yes;no;cellular;19;nov;281;3;-1;0;nonexistent;no;12489
58;blue-collar;married;primary;no;630;yes;no;cellular;19;nov;59;1;174;1;failure;no;12490
43;management;married;tertiary;no;1993;no;no;cellular;19;nov;37;1;174;1;failure;no;12491
36;blue-collar;married;primary;no;1503;no;no;cellular;19;nov;138;1;-1;0;nonexistent;no;12492
34;blue-collar;divorced;secondary;no;1125;yes;yes;cellular;19;nov;141;2;-1;0;nonexistent;no;12493
58;blue-collar;married;secondary;no;590;no;yes;cellular;19;nov;136;1;167;1;failure;no;12494
39;management;married;secondary;no;6012;no;no;telephone;19;nov;140;1;119;2;failure;no;12495
35;management;single;tertiary;no;304;yes;no;cellular;19;nov;274;2;-1;0;nonexistent;no;12496
36;technician;married;secondary;no;377;yes;yes;cellular;19;nov;135;1;-1;0;nonexistent;no;12497
38;entrepreneur;married;secondary;no;0;yes;no;cellular;19;nov;202;1;-1;0;nonexistent;no;12498
52;blue-collar;married;secondary;no;7225;no;no;cellular;19;nov;205;2;113;2;failure;no;12499
54;self-employed;divorced;tertiary;no;1323;no;no;cellular;19;nov;83;1;152;4;failure;no;12500
49;technician;married;secondary;yes;-74;yes;no;cellular;19;nov;114;1;-1;0;nonexistent;no;12501
47;admin.;married;secondary;no;4480;no;no;telephone;19;nov;60;2;-1;0;nonexistent;no;12502
53;management;married;primary;no;1925;no;no;cellular;19;nov;161;1;-1;0;nonexistent;no;12503
44;management;divorced;tertiary;no;0;yes;yes;cellular;19;nov;128;1;-1;0;nonexistent;no;12504
39;entrepreneur;married;primary;no;238;yes;yes;cellular;19;nov;134;1;-1;0;nonexistent;no;12505
43;unemployed;divorced;secondary;no;1577;yes;no;cellular;19;nov;87;1;-1;0;nonexistent;no;12506
56;unemployed;married;primary;no;107;yes;no;cellular;19;nov;149;1;-1;0;nonexistent;no;12507
45;management;single;tertiary;no;997;no;yes;cellular;19;nov;152;1;-1;0;nonexistent;no;12508
40;management;married;tertiary;no;315;no;no;cellular;19;nov;321;1;-1;0;nonexistent;no;12509
53;technician;married;secondary;no;2818;yes;no;cellular;19;nov;131;1;126;7;failure;no;12510
57;admin.;divorced;secondary;no;18268;yes;no;cellular;19;nov;68;1;-1;0;nonexistent;no;12511
30;admin.;married;secondary;no;401;no;no;cellular;19;nov;50;1;-1;0;nonexistent;no;12512
48;blue-collar;married;secondary;no;-202;yes;yes;cellular;19;nov;565;1;112;4;failure;no;12513
59;retired;married;secondary;no;32948;no;no;cellular;19;nov;243;1;174;2;failure;no;12514
39;technician;married;secondary;no;447;no;no;cellular;19;nov;968;1;-1;0;nonexistent;no;12515
45;entrepreneur;married;tertiary;no;0;no;no;cellular;19;nov;416;2;-1;0;nonexistent;no;12516
33;entrepreneur;married;secondary;no;2;yes;yes;cellular;19;nov;17;5;198;1;failure;no;12517
36;management;single;secondary;no;0;no;no;cellular;19;nov;537;3;-1;0;nonexistent;no;12518
44;services;divorced;tertiary;no;2279;no;yes;cellular;19;nov;105;1;146;1;failure;no;12519
32;technician;single;secondary;no;7558;yes;no;cellular;19;nov;581;2;-1;0;nonexistent;no;12520
47;admin.;divorced;secondary;no;1939;yes;no;cellular;19;nov;150;1;174;1;failure;no;12521
47;blue-collar;married;secondary;no;538;no;yes;cellular;19;nov;131;1;-1;0;nonexistent;no;12522
35;management;married;tertiary;no;2583;no;no;cellular;19;nov;210;1;-1;0;nonexistent;no;12523
57;management;married;primary;no;0;no;no;cellular;19;nov;97;1;-1;0;nonexistent;no;12524
45;technician;divorced;secondary;no;1066;yes;yes;cellular;19;nov;124;2;-1;0;nonexistent;no;12525
55;technician;married;primary;no;938;no;yes;cellular;19;nov;742;1;-1;0;nonexistent;no;12526
58;technician;single;tertiary;no;388;no;no;cellular;19;nov;96;1;-1;0;nonexistent;no;12527
43;blue-collar;married;primary;no;25;yes;no;cellular;19;nov;70;1;-1;0;nonexistent;no;12528
32;management;single;tertiary;no;0;no;no;cellular;19;nov;57;1;-1;0;nonexistent;no;12529
54;housemaid;married;tertiary;no;440;no;no;cellular;19;nov;89;1;-1;0;nonexistent;no;12530
31;admin.;single;tertiary;no;2004;no;no;cellular;19;nov;117;1;-1;0;nonexistent;no;12531
33;management;single;secondary;no;8004;no;no;cellular;19;nov;414;3;-1;0;nonexistent;no;12532
36;management;single;tertiary;no;774;no;no;cellular;19;nov;193;2;-1;0;nonexistent;no;12533
31;management;divorced;tertiary;no;883;yes;no;cellular;19;nov;168;1;-1;0;nonexistent;no;12534
36;management;married;secondary;no;6077;no;no;cellular;19;nov;227;1;-1;0;nonexistent;no;12535
42;technician;married;secondary;no;300;yes;no;cellular;19;nov;76;1;-1;0;nonexistent;no;12536
41;technician;married;tertiary;no;3700;no;no;cellular;19;nov;136;1;-1;0;nonexistent;no;12537
31;technician;married;secondary;no;793;no;no;cellular;19;nov;755;1;-1;0;nonexistent;no;12538
46;technician;married;secondary;no;1322;yes;yes;cellular;19;nov;514;1;-1;0;nonexistent;no;12539
45;blue-collar;married;secondary;no;2926;yes;yes;cellular;19;nov;482;3;120;2;failure;no;12540
37;management;married;tertiary;no;1353;yes;no;cellular;19;nov;101;1;-1;0;nonexistent;no;12541
42;management;married;tertiary;no;783;yes;no;cellular;19;nov;77;2;128;3;failure;no;12542
30;services;single;secondary;no;101;yes;no;cellular;19;nov;85;2;-1;0;nonexistent;no;12543
30;blue-collar;married;primary;no;1101;yes;yes;cellular;19;nov;779;2;175;1;failure;no;12544
59;retired;married;secondary;no;2291;no;yes;cellular;19;nov;190;1;128;3;failure;no;12545
51;technician;married;secondary;no;8863;no;no;cellular;19;nov;435;2;-1;0;nonexistent;no;12546
57;self-employed;married;secondary;no;11494;no;no;cellular;19;nov;198;1;-1;0;nonexistent;no;12547
45;management;married;tertiary;no;4395;no;no;cellular;19;nov;299;3;-1;0;nonexistent;no;12548
41;blue-collar;single;secondary;no;3851;no;no;cellular;19;nov;130;1;-1;0;nonexistent;no;12549
52;entrepreneur;divorced;tertiary;no;3975;no;no;cellular;19;nov;116;5;-1;0;nonexistent;no;12550
37;services;married;secondary;no;1784;yes;no;cellular;19;nov;19;5;-1;0;nonexistent;no;12551
44;management;divorced;secondary;no;0;yes;no;telephone;19;nov;319;1;-1;0;nonexistent;no;12552
34;management;divorced;tertiary;no;0;yes;no;cellular;19;nov;1283;1;-1;0;nonexistent;no;12553
35;blue-collar;married;secondary;no;1160;no;yes;telephone;19;nov;62;1;-1;0;nonexistent;no;12554
56;admin.;married;secondary;no;33;no;yes;cellular;19;nov;111;1;-1;0;nonexistent;no;12555
30;technician;single;secondary;no;538;yes;no;cellular;19;nov;148;1;-1;0;nonexistent;no;12556
46;entrepreneur;married;primary;no;8873;yes;no;cellular;19;nov;172;1;118;2;failure;no;12557
42;admin.;married;secondary;no;196;yes;yes;cellular;19;nov;186;1;-1;0;nonexistent;no;12558
55;management;married;tertiary;no;563;yes;no;cellular;19;nov;164;1;-1;0;nonexistent;no;12559
51;management;married;tertiary;no;10995;yes;no;cellular;19;nov;220;2;-1;0;nonexistent;no;12560
45;self-employed;married;secondary;no;3080;no;no;cellular;19;nov;296;1;-1;0;nonexistent;no;12561
40;technician;married;secondary;no;657;yes;no;cellular;19;nov;178;1;112;2;failure;no;12562
35;unemployed;married;tertiary;no;816;yes;no;cellular;19;nov;547;7;-1;0;nonexistent;no;12563
32;admin.;single;secondary;no;8619;yes;no;cellular;19;nov;267;2;-1;0;nonexistent;no;12564
46;entrepreneur;married;secondary;no;3317;no;no;cellular;19;nov;231;2;-1;0;nonexistent;no;12565
46;unemployed;married;secondary;no;2017;yes;no;cellular;19;nov;161;1;-1;0;nonexistent;no;12566
37;blue-collar;married;primary;no;253;yes;no;cellular;19;nov;59;2;153;2;failure;no;12567
33;blue-collar;married;tertiary;no;6138;yes;no;cellular;19;nov;384;1;183;1;failure;no;12568
32;management;married;tertiary;no;2044;yes;no;cellular;19;nov;477;1;-1;0;nonexistent;no;12569
55;retired;married;secondary;no;3948;no;no;cellular;19;nov;149;1;170;2;failure;no;12570
50;admin.;divorced;primary;no;8583;yes;no;cellular;19;nov;59;1;-1;0;nonexistent;no;12571
45;self-employed;single;tertiary;no;1009;no;no;cellular;19;nov;125;2;-1;0;nonexistent;no;12572
46;unemployed;divorced;secondary;no;3354;yes;no;cellular;19;nov;522;1;174;1;success;yes;12573
45;self-employed;married;secondary;no;830;no;no;cellular;19;nov;180;1;111;2;failure;no;12574
38;blue-collar;divorced;secondary;no;0;yes;no;cellular;19;nov;230;1;-1;0;nonexistent;no;12575
34;entrepreneur;married;tertiary;no;4028;no;no;cellular;19;nov;98;1;-1;0;nonexistent;no;12576
30;unemployed;married;secondary;no;1566;no;no;cellular;19;nov;73;1;-1;0;nonexistent;no;12577
31;services;married;secondary;no;593;yes;no;cellular;19;nov;391;2;-1;0;nonexistent;no;12578
44;management;single;tertiary;yes;12;yes;no;cellular;19;nov;126;2;-1;0;nonexistent;no;12579
35;entrepreneur;single;secondary;no;866;yes;no;cellular;19;nov;147;1;-1;0;nonexistent;no;12580
34;self-employed;married;tertiary;no;5498;no;no;cellular;19;nov;265;1;-1;0;nonexistent;no;12581
53;management;divorced;tertiary;no;26306;yes;no;cellular;19;nov;67;3;-1;0;nonexistent;no;12582
33;self-employed;single;secondary;no;4;yes;no;cellular;19;nov;136;2;180;2;failure;no;12583
53;management;married;tertiary;no;7249;yes;yes;cellular;19;nov;350;1;-1;0;nonexistent;no;12584
47;unemployed;married;secondary;no;351;yes;yes;cellular;19;nov;174;1;174;1;failure;no;12585
41;services;married;secondary;no;115;yes;yes;cellular;19;nov;299;2;-1;0;nonexistent;no;12586
39;blue-collar;married;secondary;no;94;yes;yes;cellular;19;nov;181;1;-1;0;nonexistent;no;12587
32;self-employed;single;tertiary;no;444;no;no;cellular;19;nov;101;1;-1;0;nonexistent;no;12588
31;services;married;secondary;no;-489;yes;yes;cellular;19;nov;392;3;-1;0;nonexistent;no;12589
37;services;married;secondary;no;523;yes;no;telephone;19;nov;21;1;-1;0;nonexistent;no;12590
